Vaccine,Geography Type,Geography,Season,Personnel Type,Estimate (%),95% CI (%),Sample Size
Seasonal Influenza,States,Illinois,2018-19,Adult Students/Trainees and Volunteers,94.5,,51261
Seasonal Influenza,States,Indiana,2018-19,Adult Students/Trainees and Volunteers,91.2,,32663
Seasonal Influenza,States,Iowa,2018-19,Adult Students/Trainees and Volunteers,94.5,,17699
Seasonal Influenza,States,Kansas,2018-19,Adult Students/Trainees and Volunteers,95.8,,14084
Seasonal Influenza,States,Kentucky,2018-19,Adult Students/Trainees and Volunteers,94.3,,20848
Seasonal Influenza,States,Louisiana,2018-19,Adult Students/Trainees and Volunteers,90.6,,17572
Seasonal Influenza,States,Maine,2018-19,Adult Students/Trainees and Volunteers,87.2,,3874
Seasonal Influenza,States,Maryland,2018-19,Adult Students/Trainees and Volunteers,98.4,,14114
Seasonal Influenza,States,Massachusetts,2018-19,Adult Students/Trainees and Volunteers,97.3,,31762
Seasonal Influenza,States,Michigan,2018-19,Adult Students/Trainees and Volunteers,92,,35335
Seasonal Influenza,States,Minnesota,2018-19,Adult Students/Trainees and Volunteers,83.3,,20926
Seasonal Influenza,States,Mississippi,2018-19,Adult Students/Trainees and Volunteers,95.4,,11065
Seasonal Influenza,States,Missouri,2018-19,Adult Students/Trainees and Volunteers,88.2,,36085
Seasonal Influenza,States,Montana,2018-19,Adult Students/Trainees and Volunteers,88.9,,3776
Seasonal Influenza,States,Nebraska,2018-19,Adult Students/Trainees and Volunteers,89.8,,13022
Seasonal Influenza,States,Nevada,2018-19,Adult Students/Trainees and Volunteers,91.1,,7036
Seasonal Influenza,States,New Hampshire,2018-19,Adult Students/Trainees and Volunteers,96.3,,6036
Seasonal Influenza,States,New Jersey,2018-19,Adult Students/Trainees and Volunteers,91.5,,26891
Seasonal Influenza,States,New Mexico,2018-19,Adult Students/Trainees and Volunteers,93,,7816
Seasonal Influenza,States,New York,2018-19,Adult Students/Trainees and Volunteers,88,,70296
Seasonal Influenza,States,North Carolina,2018-19,Adult Students/Trainees and Volunteers,82.1,,37219
Seasonal Influenza,States,North Dakota,2018-19,Adult Students/Trainees and Volunteers,94.1,,7963
Seasonal Influenza,States,Ohio,2018-19,Adult Students/Trainees and Volunteers,89.4,,55729
Seasonal Influenza,States,Oklahoma,2018-19,Adult Students/Trainees and Volunteers,96.7,,16274
Seasonal Influenza,States,Oregon,2018-19,Adult Students/Trainees and Volunteers,80.7,,13040
Seasonal Influenza,States,Pennsylvania,2018-19,Adult Students/Trainees and Volunteers,96.1,,51331
Seasonal Influenza,National,United States,2018-19,Adult Students/Trainees and Volunteers,91.1,,1184849
Seasonal Influenza,States,Rhode Island,2018-19,Adult Students/Trainees and Volunteers,99.1,,6478
Seasonal Influenza,States,South Carolina,2018-19,Adult Students/Trainees and Volunteers,86.9,,16661
Seasonal Influenza,States,South Dakota,2018-19,Adult Students/Trainees and Volunteers,95.8,,4974
Seasonal Influenza,States,Tennessee,2018-19,Adult Students/Trainees and Volunteers,97.2,,27848
Seasonal Influenza,States,Texas,2018-19,Adult Students/Trainees and Volunteers,92.8,,71872
Seasonal Influenza,States,Utah,2018-19,Adult Students/Trainees and Volunteers,89.1,,11877
Seasonal Influenza,States,Vermont,2018-19,Adult Students/Trainees and Volunteers,80.6,,2933
Seasonal Influenza,States,Virginia,2018-19,Adult Students/Trainees and Volunteers,92.4,,25739
Seasonal Influenza,States,Washington,2018-19,Adult Students/Trainees and Volunteers,86.5,,19953
Seasonal Influenza,States,West Virginia,2018-19,Adult Students/Trainees and Volunteers,96.8,,9204
Seasonal Influenza,States,Wisconsin,2018-19,Adult Students/Trainees and Volunteers,97.2,,39083
Seasonal Influenza,States,Wyoming,2018-19,Adult Students/Trainees and Volunteers,80,,2144
Seasonal Influenza,States,Alabama,2020-21,Adult Students/Trainees and Volunteers,96.2,,12883
Seasonal Influenza,States,Alaska,2020-21,Adult Students/Trainees and Volunteers,77,,1059
Seasonal Influenza,States,Arizona,2020-21,Adult Students/Trainees and Volunteers,44.9,,7849
Seasonal Influenza,States,Arkansas,2020-21,Adult Students/Trainees and Volunteers,87.8,,9563
Seasonal Influenza,States,California,2020-21,Adult Students/Trainees and Volunteers,75.1,,54803
Seasonal Influenza,States,Colorado,2020-21,Adult Students/Trainees and Volunteers,90,,10483
Seasonal Influenza,States,Connecticut,2020-21,Adult Students/Trainees and Volunteers,91.2,,9643
Seasonal Influenza,States,Delaware,2020-21,Adult Students/Trainees and Volunteers,98.3,,2981
Seasonal Influenza,States,District of Columbia,2020-21,Adult Students/Trainees and Volunteers,75.5,,1419
Seasonal Influenza,States,Florida,2020-21,Adult Students/Trainees and Volunteers,84.4,,38197
Seasonal Influenza,States,Georgia,2020-21,Adult Students/Trainees and Volunteers,85.7,,15408
Seasonal Influenza,States,Hawaii,2020-21,Adult Students/Trainees and Volunteers,91.6,,3247
Seasonal Influenza,States,Idaho,2020-21,Adult Students/Trainees and Volunteers,97.1,,3790
Seasonal Influenza,States,Illinois,2020-21,Adult Students/Trainees and Volunteers,91.8,,27205
Seasonal Influenza,States,Indiana,2020-21,Adult Students/Trainees and Volunteers,87.1,,19387
Seasonal Influenza,States,Iowa,2020-21,Adult Students/Trainees and Volunteers,90,,11302
Seasonal Influenza,States,Kansas,2020-21,Adult Students/Trainees and Volunteers,93.1,,8491
Seasonal Influenza,States,Kentucky,2020-21,Adult Students/Trainees and Volunteers,96.3,,19302
Seasonal Influenza,States,Louisiana,2020-21,Adult Students/Trainees and Volunteers,81.9,,17478
Seasonal Influenza,States,Maine,2020-21,Adult Students/Trainees and Volunteers,96.2,,1629
Seasonal Influenza,States,Maryland,2020-21,Adult Students/Trainees and Volunteers,95.4,,8815
Seasonal Influenza,States,Massachusetts,2020-21,Adult Students/Trainees and Volunteers,92.3,,19295
Seasonal Influenza,States,Michigan,2020-21,Adult Students/Trainees and Volunteers,82.7,,16010
Seasonal Influenza,States,Minnesota,2020-21,Adult Students/Trainees and Volunteers,84.3,,10163
Seasonal Influenza,States,Mississippi,2020-21,Adult Students/Trainees and Volunteers,97.4,,7246
Seasonal Influenza,States,Missouri,2020-21,Adult Students/Trainees and Volunteers,91.9,,17398
Seasonal Influenza,States,Montana,2020-21,Adult Students/Trainees and Volunteers,92.5,,2473
Seasonal Influenza,States,Nebraska,2020-21,Adult Students/Trainees and Volunteers,78.5,,10870
Seasonal Influenza,States,Nevada,2020-21,Adult Students/Trainees and Volunteers,93.6,,4475
Seasonal Influenza,States,New Hampshire,2020-21,Adult Students/Trainees and Volunteers,97.8,,3710
Seasonal Influenza,States,New Jersey,2020-21,Adult Students/Trainees and Volunteers,95.7,,14302
Seasonal Influenza,States,New Mexico,2020-21,Adult Students/Trainees and Volunteers,87.2,,5146
Seasonal Influenza,States,New York,2020-21,Adult Students/Trainees and Volunteers,78.1,,40935
Seasonal Influenza,States,North Carolina,2020-21,Adult Students/Trainees and Volunteers,94.9,,23795
Seasonal Influenza,States,North Dakota,2020-21,Adult Students/Trainees and Volunteers,98.8,,5947
Seasonal Influenza,States,Ohio,2020-21,Adult Students/Trainees and Volunteers,95.7,,39671
Seasonal Influenza,States,Oklahoma,2020-21,Adult Students/Trainees and Volunteers,93.8,,9728
Seasonal Influenza,States,Oregon,2020-21,Adult Students/Trainees and Volunteers,28.1,,11550
Seasonal Influenza,States,Pennsylvania,2020-21,Adult Students/Trainees and Volunteers,97.9,,28119
Seasonal Influenza,National,United States,2020-21,Adult Students/Trainees and Volunteers,87.4,,714789
Seasonal Influenza,States,Rhode Island,2020-21,Adult Students/Trainees and Volunteers,97,,4820
Seasonal Influenza,States,South Carolina,2020-21,Adult Students/Trainees and Volunteers,91.6,,12614
Seasonal Influenza,States,South Dakota,2020-21,Adult Students/Trainees and Volunteers,98.6,,3054
Seasonal Influenza,States,Tennessee,2020-21,Adult Students/Trainees and Volunteers,97.5,,25095
Seasonal Influenza,States,Texas,2020-21,Adult Students/Trainees and Volunteers,82.3,,46970
Seasonal Influenza,States,Utah,2020-21,Adult Students/Trainees and Volunteers,94.8,,11339
Seasonal Influenza,States,Vermont,2020-21,Adult Students/Trainees and Volunteers,89.6,,1645
Seasonal Influenza,States,Virginia,2020-21,Adult Students/Trainees and Volunteers,89.8,,12854
Seasonal Influenza,States,Washington,2020-21,Adult Students/Trainees and Volunteers,86.2,,11800
Seasonal Influenza,States,West Virginia,2020-21,Adult Students/Trainees and Volunteers,91.8,,6235
Seasonal Influenza,States,Wisconsin,2020-21,Adult Students/Trainees and Volunteers,96.2,,21234
Seasonal Influenza,States,Wyoming,2020-21,Adult Students/Trainees and Volunteers,72.4,,1362
